Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
10,2017-10-22,1.68,12206.22,546.93,1829.34,0.0,9829.95,8496.54,1333.41,0.0,organic,2017,Columbus
42,2015-03-08,1.6,9666.61,4923.8,4582.74,0.0,160.07,160.07,0.0,0.0,organic,2015,Sacramento
46,2017-02-12,1.35,16249.95,9431.22,235.18,0.0,6583.55,6468.83,114.72,0.0,organic,2017,DallasFtWorth
1,2018-03-18,1.34,4621126.31,453731.61,2646866.44,7610.65,1512917.61,1210266.06,287448.21,15203.34,conventional,2018,Northeast
43,2016-02-28,1.71,4245.43,231.06,2720.09,362.68,931.6,901.61,29.99,0.0,organic,2016,RaleighGreensboro
19,2015-08-16,1.51,1164.87,6.18,22.02,0.0,1136.67,1136.67,0.0,0.0,organic,2015,MiamiFtLauderdale
0,2015-12-27,1.01,417190.47,87748.64,131201.91,16182.87,182057.05,181763.3,44.65,249.1,conventional,2015,Portland
21,2017-08-06,0.94,974933.36,493642.98,198503.76,11502.53,271284.09,166106.57,101493.08,3684.44,conventional,2017,PhoenixTucson
47,2015-02-01,1.6,7634.17,4366.54,2884.3,0.0,383.33,383.33,0.0,0.0,organic,2015,LasVegas
4,2017-12-03,1.39,139970.0,3772.0,126551.0,136.0,9511.0,7061.0,2450.0,0.0,conventional,2017,Albany
37,2017-04-16,0.88,60261.72,11936.8,133.14,0.0,48191.78,48107.57,84.21,0.0,organic,2017,Houston
10,2015-10-18,1.25,92599.79,57713.02,9666.15,834.92,24385.7,14116.28,10269.42,0.0,conventional,2015,Jacksonville
45,2015-02-15,1.55,24986.4,16514.7,8294.37,0.0,177.33,177.33,0.0,0.0,organic,2015,SanFrancisco
32,2017-05-21,1.34,3415474.26,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,GreatLakes
50,2017-01-15,0.98,42695.84,3851.49,4314.91,8.19,34521.25,310.38,34210.87,0.0,organic,2017,Portland
27,2016-06-19,0.97,293340.02,162451.07,39328.87,267.67,91292.41,70450.55,16416.86,4425.0,conventional,2016,NewOrleansMobile
10,2016-10-16,1.36,55053.59,1344.18,31561.93,21.67,22125.81,22125.81,0.0,0.0,conventional,2016,Syracuse
35,2017-04-30,1.28,27768.13,11119.74,1806.22,0.0,14842.17,14724.98,117.19,0.0,organic,2017,DallasFtWorth
27,2017-06-25,1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0.0,organic,2017,Plains
16,2015-09-06,1.11,99172.96,879.45,90062.62,240.79,7990.1,7762.87,227.23,0.0,conventional,2015,Albany
13,2015-09-27,1.15,192478.26,30410.27,108385.85,294.6,53387.54,51731.16,1656.38,0.0,conventional,2015,HarrisburgScranton
29,2016-06-05,1.51,6376.64,2654.77,135.2,0.0,3586.67,3570.0,16.67,0.0,organic,2016,Orlando
49,2016-01-17,0.98,8688.58,1669.28,655.91,0.0,6363.39,396.29,5967.1,0.0,organic,2016,StLouis
37,2017-04-16,1.74,68194.97,189.55,63660.83,0.0,4344.59,4344.59,0.0,0.0,organic,2017,Chicago
33,2016-05-08,0.95,3850645.65,711397.32,2144351.44,94749.11,900147.78,768301.04,126429.41,5417.33,conventional,2016,Midsouth
37,2017-04-16,0.87,1517178.55,756530.97,289149.09,4244.38,467254.11,463181.54,3860.39,212.18,conventional,2017,DallasFtWorth
7,2015-11-08,1.73,32097.19,4531.87,14489.94,328.59,12746.79,8602.73,4144.06,0.0,organic,2015,Plains
25,2016-07-03,1.37,85205.46,1970.63,47537.91,1.25,35695.67,32830.67,0.0,2865.0,conventional,2016,Syracuse
28,2017-06-18,1.68,215628.86,37443.94,48934.78,159.38,129090.76,31850.15,97240.61,0.0,organic,2017,West
34,2016-05-01,1.33,47035.36,1480.41,43790.32,0.0,1764.63,1764.63,0.0,0.0,organic,2016,SanFrancisco
39,2015-03-29,1.26,3497026.98,96169.31,2543290.15,5707.16,851860.36,769079.25,82778.21,2.9,conventional,2015,Northeast
5,2016-11-20,2.04,48364.4,8938.23,28672.82,195.41,10557.94,10325.31,232.63,0.0,organic,2016,NewYork
29,2015-06-07,1.67,640448.59,200483.4,264482.87,6286.15,169196.17,109859.75,59336.42,0.0,organic,2015,TotalUS
13,2015-09-27,0.9,484598.47,159779.59,187080.35,13101.24,124637.29,124612.73,1.84,22.72,conventional,2015,Portland
30,2017-06-04,1.19,98460.27,42302.58,3757.52,7950.05,44450.12,44427.36,11.47,11.29,conventional,2017,Boise
7,2017-11-12,1.01,6182298.0,2154560.0,1537208.0,80539.0,2409991.0,1269325.0,1132967.0,7699.0,conventional,2017,West
25,2015-07-05,1.06,1988311.9,927860.87,627548.45,19636.37,413266.21,396505.99,15522.11,1238.11,conventional,2015,Plains
6,2016-11-13,1.48,268388.51,11996.05,211327.03,2651.04,42414.39,42414.39,0.0,0.0,conventional,2016,NorthernNewEngland
25,2017-07-09,1.52,101331.41,2899.46,81929.02,494.51,16008.42,8213.25,5210.17,2585.0,conventional,2017,Albany
5,2016-11-20,1.61,38598.98,814.68,27876.91,1.0,9906.39,9906.39,0.0,0.0,conventional,2016,Syracuse
17,2015-08-30,1.45,25122.55,5988.79,4070.46,24.06,15039.24,676.06,14363.18,0.0,organic,2015,Denver
4,2015-11-29,1.08,108444.41,3079.44,65254.08,10854.59,29256.3,17455.74,9975.21,1825.35,conventional,2015,Indianapolis
2,2015-12-13,1.53,5677.68,1494.58,2748.69,0.0,1434.41,196.67,1237.74,0.0,organic,2015,Detroit
10,2015-10-18,1.52,1696.6,20.5,1442.52,0.0,233.58,0.0,233.58,0.0,organic,2015,Louisville
52,2017-01-01,1.35,235430.29,41800.77,136109.66,420.83,57099.03,52817.14,4281.89,0.0,conventional,2017,HarrisburgScranton
49,2016-01-17,0.94,788935.31,155213.14,203618.21,8794.85,421309.11,418854.59,2393.53,60.99,conventional,2016,Seattle
22,2015-07-26,1.2,232204.85,50568.58,52944.26,41446.55,87245.46,87050.05,195.41,0.0,conventional,2015,RaleighGreensboro
8,2015-11-01,1.59,75586.78,7785.24,54952.19,261.3,12588.05,5592.13,6995.92,0.0,organic,2015,GreatLakes
14,2016-09-18,1.46,55922.25,2411.13,36168.63,15.99,17326.5,17070.94,255.56,0.0,conventional,2016,Syracuse
6,2018-02-11,1.92,11216.56,7.2,5645.05,238.86,5325.45,5176.75,148.7,0.0,organic,2018,Charlotte
1,2018-03-18,1.33,471175.79,44696.37,241775.09,334.21,184370.12,169602.85,12962.83,1804.44,conventional,2018,Philadelphia
20,2017-08-13,1.34,5304873.15,1837007.78,1348037.98,97902.68,2021924.71,975913.29,1035878.35,10133.07,conventional,2017,West
39,2016-03-27,1.15,93607.68,1246.72,53507.55,1504.71,37348.7,20111.13,17237.57,0.0,conventional,2016,Pittsburgh
9,2015-10-25,0.91,480396.16,95297.5,191061.91,13673.67,180363.08,178207.01,1322.84,833.23,conventional,2015,Portland
22,2017-07-30,1.74,214612.36,5868.8,30074.75,259.43,178409.38,153830.81,24578.57,0.0,organic,2017,Northeast
31,2016-05-22,1.58,1581.74,564.95,5.8,0.0,1010.99,1007.66,3.33,0.0,organic,2016,NewOrleansMobile
7,2015-11-08,0.76,661405.9,445281.03,123745.68,11968.0,80411.19,79009.15,1402.04,0.0,conventional,2015,WestTexNewMexico
4,2016-11-27,1.47,5503.68,494.4,1889.17,0.0,3120.11,2049.89,1070.22,0.0,organic,2016,Columbus
24,2015-07-12,1.27,1338282.24,22742.33,956051.1,5130.14,354358.67,306199.58,47542.37,616.72,conventional,2015,NewYork
50,2016-01-10,1.29,37193.3,649.31,16547.56,6.67,19989.76,48.94,19940.82,0.0,organic,2016,Seattle
40,2015-03-22,1.85,4249.61,83.02,2618.03,902.2,646.36,485.59,160.77,0.0,organic,2015,RaleighGreensboro
13,2015-09-27,1.16,1201066.41,15448.68,941112.78,983.6,243521.35,185973.17,57548.18,0.0,conventional,2015,NewYork
0,2017-12-31,1.35,334783.58,17238.97,210750.82,276.38,106517.41,79090.96,27426.45,0.0,conventional,2017,Philadelphia
8,2018-01-28,1.67,14446.26,390.17,5130.48,0.0,8925.61,5602.18,3323.43,0.0,organic,2018,Atlanta
38,2016-04-03,1.25,21630.01,1640.08,13036.06,0.0,6953.87,3636.46,3317.41,0.0,organic,2016,SanDiego
23,2017-07-23,1.36,3580363.85,2109070.98,533696.3,3991.94,933604.63,523093.86,346162.09,64348.68,conventional,2017,Southeast
21,2016-07-31,1.16,340176.41,133525.93,51178.25,23139.38,132332.85,122542.75,5808.23,3981.87,conventional,2016,Detroit
17,2015-08-30,1.44,2648.03,58.75,1634.78,0.0,954.5,273.34,681.16,0.0,organic,2015,Louisville
16,2016-09-04,1.33,204963.95,58888.34,56699.56,18659.47,70716.58,62373.15,7805.93,537.5,conventional,2016,Charlotte
27,2016-06-19,1.29,5180.22,977.06,48.63,0.0,4154.53,4144.53,10.0,0.0,organic,2016,MiamiFtLauderdale
25,2017-07-09,0.99,267296.7,101167.78,35679.18,109.54,130340.2,105530.95,22029.25,2780.0,conventional,2017,Nashville
34,2016-05-01,0.62,1178000.01,657384.04,324709.73,14202.89,181703.35,109463.91,72200.55,38.89,conventional,2016,PhoenixTucson
20,2017-08-13,1.85,129688.16,2791.66,38100.0,837.16,87959.34,85427.32,2532.02,0.0,organic,2017,Midsouth
48,2017-01-29,0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,conventional,2017,California
18,2015-08-23,2.11,1553.92,315.82,1027.34,9.34,201.42,0.0,201.42,0.0,organic,2015,Spokane
44,2017-02-26,1.08,3848715.52,565282.75,1692494.9,368973.25,1221964.62,756489.66,369884.9,95590.06,conventional,2017,GreatLakes
30,2016-05-29,1.63,4110.96,2183.27,164.4,9.96,1753.33,1753.33,0.0,0.0,organic,2016,Jacksonville
32,2015-05-17,1.15,2936173.63,2098271.46,211868.36,26127.7,599906.11,470992.66,128913.45,0.0,conventional,2015,Southeast
23,2017-07-23,1.47,3014558.52,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,GreatLakes
49,2015-01-18,1.08,3006207.02,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
39,2017-04-02,0.82,4767.59,17.05,676.67,0.0,4073.87,300.0,3773.87,0.0,organic,2017,Boise
15,2016-09-11,1.51,1699.25,59.65,107.66,0.0,1531.94,1529.29,2.65,0.0,organic,2016,BuffaloRochester
41,2017-03-19,1.73,141712.21,1749.65,70210.67,23436.73,46315.16,30574.0,6156.07,9585.09,conventional,2017,GrandRapids
28,2015-06-14,1.38,51786.11,35863.0,5766.06,0.0,10157.05,10083.7,73.35,0.0,organic,2015,SouthCentral
43,2015-03-01,1.22,16227.56,1683.31,12002.83,0.0,2541.42,0.0,2541.42,0.0,organic,2015,Atlanta
30,2015-05-31,2.06,3762.06,1430.26,2097.71,0.0,234.09,123.33,110.76,0.0,organic,2015,StLouis
6,2018-02-11,1.69,233976.66,10690.15,28304.93,798.88,194182.7,175554.11,18628.59,0.0,organic,2018,Northeast
2,2018-03-11,1.72,26924.36,1338.53,7520.53,0.0,18065.3,1900.73,16164.57,0.0,organic,2018,Portland
3,2017-12-10,1.07,474539.47,157173.69,266189.47,910.41,50265.9,45079.72,526.67,4659.51,conventional,2017,Sacramento
38,2017-04-09,1.42,10153.14,1802.26,1023.4,3.43,7324.05,1400.0,5924.05,0.0,organic,2017,StLouis
8,2015-11-01,1.6,1640.89,984.57,506.83,0.0,149.49,103.33,46.16,0.0,organic,2015,GrandRapids
23,2017-07-23,1.38,68030.78,1193.19,40041.52,249.55,26546.52,24946.32,760.2,840.0,conventional,2017,Syracuse
32,2017-05-21,1.8,8800.59,1981.17,258.64,0.0,6560.78,5043.23,1517.55,0.0,organic,2017,Orlando
7,2018-02-04,0.56,2381742.59,952746.89,300383.28,7990.32,1120622.1,1010539.42,109978.24,104.44,conventional,2018,Houston
49,2015-01-18,1.41,14057.45,8148.89,4725.43,659.56,523.57,461.75,61.82,0.0,organic,2015,BaltimoreWashington
48,2017-01-29,1.06,3212.37,15.2,452.12,0.0,2745.05,623.74,2121.31,0.0,organic,2017,Boise
16,2017-09-10,2.07,388099.41,83635.01,140863.68,713.75,162886.97,93344.69,68261.26,1281.02,conventional,2017,Seattle
41,2017-03-19,1.11,2737872.14,965781.76,422615.12,89296.88,1260178.38,1209897.81,2474.78,47805.79,conventional,2017,LosAngeles
35,2015-04-26,1.02,2355703.98,1567937.53,427885.78,62487.28,297393.39,280321.62,15427.14,1644.63,conventional,2015,LosAngeles
6,2018-02-11,0.81,258008.01,86439.93,52397.39,5258.07,113912.62,90091.1,21306.88,2514.64,conventional,2018,Indianapolis
10,2017-10-22,1.67,125746.37,8944.76,57230.12,603.48,58968.01,28364.19,30577.22,26.6,conventional,2017,Indianapolis
28,2016-06-12,1.41,102412.83,3377.4,56238.3,1171.89,41625.24,28750.83,11099.41,1775.0,conventional,2016,Pittsburgh
29,2016-06-05,1.49,5639.69,840.97,200.55,6.74,4591.43,4576.45,14.98,0.0,organic,2016,Pittsburgh
10,2017-10-22,1.04,809603.25,352330.12,241655.47,3878.71,211738.95,170612.91,41122.71,3.33,conventional,2017,PhoenixTucson
27,2015-06-21,1.16,730826.79,184206.21,405469.62,12854.03,128296.93,83581.46,44715.47,0.0,conventional,2015,Denver
39,2015-03-29,1.41,2274.19,748.72,181.45,0.0,1344.02,1344.02,0.0,0.0,organic,2015,Pittsburgh
2,2017-12-17,1.03,251753.79,151885.76,18381.27,1505.0,79981.76,68849.84,10321.92,810.0,conventional,2017,NewOrleansMobile
7,2015-11-08,1.44,4632.15,111.1,2755.55,0.0,1765.5,906.67,858.83,0.0,organic,2015,Roanoke
32,2016-05-15,0.82,5002102.24,2115292.19,1218469.25,10065.75,1658275.05,610050.97,1029088.05,19136.03,conventional,2016,Southeast
28,2016-06-12,1.85,9058.23,938.76,4044.17,0.0,4075.3,3296.9,778.4,0.0,organic,2016,Philadelphia
30,2015-05-31,1.03,33720159.09,15503613.33,11599634.02,903908.35,5713003.39,4967231.63,726046.25,19725.51,conventional,2015,TotalUS
19,2015-08-16,1.23,241120.74,50360.32,59216.72,47919.71,83623.99,83231.2,392.79,0.0,conventional,2015,RaleighGreensboro
51,2015-01-04,0.94,461607.33,244152.26,165299.33,15302.75,36852.99,30884.29,5595.0,373.7,conventional,2015,SanDiego
9,2018-01-21,1.76,4532.08,227.35,1340.5,0.0,2964.23,745.55,2216.3,2.38,organic,2018,Spokane
12,2015-10-04,1.1,377192.1,70755.56,259002.51,12312.13,35121.9,35121.9,0.0,0.0,conventional,2015,Sacramento
11,2017-10-15,1.99,72393.25,1416.56,16951.37,118.81,53906.51,49798.36,4108.15,0.0,organic,2017,Southeast
20,2017-08-13,1.89,640354.46,64033.75,355733.16,135484.85,85102.7,72282.38,8346.94,4473.38,conventional,2017,Chicago
29,2017-06-11,2.03,13340.43,296.11,5183.19,293.94,7567.19,6798.17,769.02,0.0,organic,2017,RaleighGreensboro
39,2015-03-29,1.0,93802.08,2639.24,64264.48,1117.0,25781.36,22498.91,3113.19,169.26,conventional,2015,Louisville
51,2017-01-08,1.45,8985.72,901.71,23.73,0.0,8060.28,7578.16,482.12,0.0,organic,2017,Pittsburgh
1,2015-12-20,1.77,3240.71,572.06,1280.97,344.25,1043.43,1033.02,10.41,0.0,organic,2015,SouthCarolina
30,2015-05-31,1.37,142817.83,13199.86,80053.62,6630.76,42933.59,26714.31,15126.47,1092.81,conventional,2015,Indianapolis
11,2018-01-07,2.3,20151.24,10165.34,8042.56,0.0,1943.34,1943.34,0.0,0.0,organic,2018,SanFrancisco
46,2016-02-07,0.71,1515264.27,766439.13,410258.37,143875.64,194691.13,155052.63,20895.02,18743.48,conventional,2016,DallasFtWorth
24,2016-07-10,1.8,5061.84,118.66,169.83,0.0,4773.35,2552.99,2220.36,0.0,organic,2016,BuffaloRochester
46,2016-02-07,0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,2016,Sacramento
45,2015-02-15,1.43,41524.22,33427.07,1026.28,0.0,7070.87,7070.87,0.0,0.0,organic,2015,LosAngeles
26,2016-06-26,1.26,18307.22,716.67,8879.63,0.0,8710.92,1000.2,7710.72,0.0,organic,2016,Detroit
1,2017-12-24,1.5,170025.26,3530.25,45287.61,0.0,121004.11,98594.58,22409.53,0.0,organic,2017,GreatLakes
28,2017-06-18,1.29,119743.9,47857.66,32486.05,1543.23,37856.96,27652.92,8201.54,2002.5,conventional,2017,Pittsburgh
31,2015-05-24,1.5,135543.89,60597.97,63560.02,0.0,11385.9,11385.9,0.0,0.0,organic,2015,California
39,2017-04-02,1.12,672306.68,152601.88,137424.85,20885.2,361394.75,359313.65,1923.63,157.47,conventional,2017,Portland
37,2016-04-10,1.5,13624.67,3.8,276.42,0.0,13344.45,13344.45,0.0,0.0,organic,2016,NorthernNewEngland
26,2016-06-26,1.07,367778.6,150191.51,90300.07,18403.06,108883.96,90996.76,17790.53,96.67,conventional,2016,SouthCarolina
24,2016-07-10,1.06,569327.81,134476.2,339263.01,10102.89,85485.71,77486.39,4.32,7995.0,conventional,2016,NorthernNewEngland
21,2015-08-02,1.08,151807.11,87160.08,19863.22,9366.36,35417.45,30724.37,4552.23,140.85,conventional,2015,Nashville
4,2016-11-27,1.77,7063.85,316.98,2281.53,185.48,4279.86,3086.57,1193.29,0.0,organic,2016,SouthCarolina
47,2016-01-31,1.04,437490.64,290451.27,58974.21,412.16,87653.0,54822.3,32830.7,0.0,conventional,2016,Atlanta
13,2016-09-25,1.37,2834326.48,484580.09,1282328.66,144883.2,922534.53,642865.75,263775.26,15893.52,conventional,2016,GreatLakes
23,2017-07-23,1.17,141148.36,36513.08,40395.65,320.79,63918.84,58375.34,3505.26,2038.24,conventional,2017,Roanoke
14,2016-09-18,1.11,3403999.22,1501212.7,566389.42,9444.29,1326952.81,706832.05,617002.43,3118.33,conventional,2016,Southeast
0,2018-03-25,1.04,6687009.44,1932162.02,2715163.6,92955.04,1946728.78,1827362.5,37434.21,81932.07,conventional,2018,California
47,2016-01-31,1.04,151247.03,76816.44,21968.91,256.1,52205.58,21691.82,30513.76,0.0,conventional,2016,Jacksonville
4,2018-02-25,1.64,4720.69,269.06,1496.26,0.0,2955.37,747.5,2207.87,0.0,organic,2018,Spokane
11,2015-10-11,1.02,3004133.39,355508.86,1652244.4,456771.26,539608.87,384772.59,93016.17,61820.11,conventional,2015,GreatLakes
22,2017-07-30,1.41,34238.08,9681.29,11.89,0.0,24544.9,24541.57,3.33,0.0,organic,2017,Houston
13,2016-09-25,1.51,14401.06,2.45,320.87,0.0,14077.74,14077.74,0.0,0.0,organic,2016,NorthernNewEngland
8,2017-11-05,1.02,229240.49,144908.02,8243.13,354.53,75734.81,63826.67,11123.57,784.57,conventional,2017,Nashville
2,2017-12-17,1.73,9465.99,371.48,4597.17,0.0,4497.34,2324.92,2172.42,0.0,organic,2017,CincinnatiDayton
30,2015-05-31,1.86,5461.83,508.05,1828.02,3.83,3121.93,3121.93,0.0,0.0,organic,2015,Philadelphia
32,2017-05-21,1.39,312273.14,87350.21,110400.31,6949.54,107573.08,104411.01,3162.07,0.0,conventional,2017,RaleighGreensboro
43,2015-03-01,1.29,17267.84,9540.52,850.65,0.0,6876.67,6876.67,0.0,0.0,organic,2015,DallasFtWorth
38,2016-04-03,1.59,6681.85,1157.97,4117.09,0.0,1406.79,303.33,1103.46,0.0,organic,2016,Nashville
11,2017-10-15,2.69,25512.65,1121.98,9881.49,25.43,14483.75,1049.37,13434.38,0.0,organic,2017,Seattle
37,2016-04-10,0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0.0,conventional,2016,SanDiego
47,2016-01-31,0.92,285052.11,117236.18,87109.87,14509.71,66196.35,48986.42,17209.93,0.0,conventional,2016,LasVegas
8,2017-11-05,2.04,4224.3,115.85,890.62,2.41,3215.42,1938.89,1276.53,0.0,organic,2017,Jacksonville
6,2017-11-19,1.77,967886.13,88110.88,213230.36,834.3,665229.98,587077.23,77963.17,189.58,organic,2017,TotalUS
35,2017-04-30,1.37,200743.79,118005.58,22429.27,203.47,60105.47,59450.76,191.94,462.77,conventional,2017,StLouis
11,2016-10-09,1.37,2885138.33,1122505.43,657057.65,7239.64,1098335.61,516483.34,580235.88,1616.39,conventional,2016,Southeast
20,2016-08-07,1.31,280543.19,64077.54,115112.98,25307.84,76044.83,71564.1,3510.45,970.28,conventional,2016,RaleighGreensboro
33,2017-05-14,1.76,10857.83,531.77,5473.59,0.0,4852.47,1319.32,3533.15,0.0,organic,2017,Detroit
0,2016-12-25,0.77,6098.96,3.0,610.89,0.0,5485.07,862.73,4622.34,0.0,organic,2016,Boise
9,2018-01-21,1.16,872673.39,147297.68,233968.98,14834.26,476572.47,101867.53,374703.83,1.11,conventional,2018,Denver
25,2017-07-09,1.49,6879.0,103.67,3658.81,0.0,3116.52,1833.89,1282.63,0.0,organic,2017,Nashville
51,2015-01-04,0.8,317861.35,134003.07,120628.37,4591.23,58638.68,58126.59,512.09,0.0,conventional,2015,LasVegas
26,2016-06-26,1.39,4836.08,1526.49,62.92,0.0,3246.67,3226.67,20.0,0.0,organic,2016,MiamiFtLauderdale
50,2015-01-11,1.87,761.86,29.06,539.72,0.0,193.08,190.0,3.08,0.0,organic,2015,GrandRapids
18,2017-08-27,2.96,26845.68,1134.59,11055.6,12.57,14642.92,1079.26,13563.66,0.0,organic,2017,Seattle
2,2015-12-13,1.67,3565.0,85.17,2009.89,194.01,1275.93,1213.84,62.09,0.0,organic,2015,RichmondNorfolk
17,2017-09-03,1.8,1077993.21,72172.99,630743.85,517.88,374558.49,360305.76,9201.62,5051.11,conventional,2017,NewYork
23,2017-07-23,1.49,84416.61,1905.52,72533.28,940.58,9037.23,3250.3,4896.93,890.0,conventional,2017,Albany
5,2017-11-26,1.18,4182730.0,1677367.0,1002610.0,79478.0,1423276.0,817296.0,595877.0,10103.0,conventional,2017,West
27,2017-06-25,0.92,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.8,3166.09,conventional,2017,SouthCentral
41,2016-03-13,1.57,8599.69,219.32,276.6,18.01,8085.76,5850.63,2235.13,0.0,organic,2016,HarrisburgScranton
7,2015-11-08,1.59,26247.16,643.23,24713.93,0.0,890.0,890.0,0.0,0.0,organic,2015,Chicago
11,2015-10-11,0.94,80904.19,26114.19,33415.88,7604.48,13769.64,13543.47,185.46,40.71,conventional,2015,Boise
6,2016-11-13,1.29,24113.8,8091.95,1338.55,12.7,14670.6,1493.33,13177.27,0.0,organic,2016,Denver
32,2015-05-17,0.97,277502.12,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,2015,GrandRapids
3,2015-12-06,1.0,2233138.01,507201.58,1154808.22,133316.89,437811.32,377999.41,57793.89,2018.02,conventional,2015,Midsouth
28,2016-06-12,1.44,426671.94,14257.58,236401.63,16971.2,159041.53,143582.1,12724.43,2735.0,conventional,2016,Philadelphia
3,2016-12-04,1.45,4668.39,306.82,50.0,0.0,4311.57,2263.33,2048.24,0.0,organic,2016,Tampa
19,2017-08-20,1.4,348843.91,158452.34,70864.82,2138.0,117388.75,84288.4,28388.92,4711.43,conventional,2017,SouthCarolina
50,2017-01-15,0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110.0,1910596.03,99912.91,25601.06,conventional,2017,California
17,2017-09-03,1.81,457862.0,10210.08,333916.08,1478.63,112257.21,83323.67,27043.54,1890.0,conventional,2017,Boston
4,2015-11-29,0.99,22617999.38,8094803.56,9003178.41,731008.41,4789009.0,3901953.04,856560.34,30495.62,conventional,2015,TotalUS
13,2016-09-25,0.87,694289.8,122350.41,123793.69,16380.23,431765.47,324254.95,107460.99,49.53,conventional,2016,Portland
32,2015-05-17,0.92,21537.11,203.77,16312.06,0.0,5021.28,1435.36,3585.92,0.0,organic,2015,Roanoke
